STATE,ALL_VAL_MO,E_COMMODITY,E_COMMODITY_LDESC,YEAR,MONTH,E_COMMODITY
SC,22327,110313,GROATS AND MEAL OF CORN (MAIZE),2019,11,110313
TN,0,110313,GROATS AND MEAL OF CORN (MAIZE),2019,11,110313
TX,374516,110313,GROATS AND MEAL OF CORN (MAIZE),2019,11,110313
VA,11405,110313,GROATS AND MEAL OF CORN (MAIZE),2019,11,110313
WA,8105,110313,GROATS AND MEAL OF CORN (MAIZE),2019,11,110313
WI,0,110313,GROATS AND MEAL OF CORN (MAIZE),2019,11,110313
XX,59930,110313,GROATS AND MEAL OF CORN (MAIZE),2019,11,110313
IA,6828,110313,GROATS AND MEAL OF CORN (MAIZE),2013,06,110313
-,5031633,110313,GROATS AND MEAL OF CORN (MAIZE),2013,06,110313
AZ,0,110313,GROATS AND MEAL OF CORN (MAIZE),2013,06,110313
CA,11544,110313,GROATS AND MEAL OF CORN (MAIZE),2013,06,110313
FL,206204,110313,GROATS AND MEAL OF CORN (MAIZE),2013,06,110313
GA,30051,110313,GROATS AND MEAL OF CORN (MAIZE),2013,06,110313
IL,737918,110313,GROATS AND MEAL OF CORN (MAIZE),2013,06,110313
IN,295685,110313,GROATS AND MEAL OF CORN (MAIZE),2013,06,110313
KS,185080,110313,GROATS AND MEAL OF CORN (MAIZE),2013,06,110313
MD,0,110313,GROATS AND MEAL OF CORN (MAIZE),2013,06,110313
MS,26537,110313,GROATS AND MEAL OF CORN (MAIZE),2013,06,110313
MI,16151,110313,GROATS AND MEAL OF CORN (MAIZE),2013,06,110313
MN,209964,110313,GROATS AND MEAL OF CORN (MAIZE),2013,06,110313
MO,1729928,110313,GROATS AND MEAL OF CORN (MAIZE),2013,06,110313
MT,0,110313,GROATS AND MEAL OF CORN (MAIZE),2013,06,110313
NC,0,110313,GROATS AND MEAL OF CORN (MAIZE),2013,06,110313
NE,99595,110313,GROATS AND MEAL OF CORN (MAIZE),2013,06,110313
NJ,415143,110313,GROATS AND MEAL OF CORN (MAIZE),2013,06,110313
NY,32250,110313,GROATS AND MEAL OF CORN (MAIZE),2013,06,110313
OK,16500,110313,GROATS AND MEAL OF CORN (MAIZE),2013,06,110313
OR,0,110313,GROATS AND MEAL OF CORN (MAIZE),2013,06,110313
PA,37128,110313,GROATS AND MEAL OF CORN (MAIZE),2013,06,110313
PR,0,110313,GROATS AND MEAL OF CORN (MAIZE),2013,06,110313
SC,17960,110313,GROATS AND MEAL OF CORN (MAIZE),2013,06,110313
TN,18697,110313,GROATS AND MEAL OF CORN (MAIZE),2013,06,110313
XX,32845,110313,GROATS AND MEAL OF CORN (MAIZE),2013,06,110313
TX,874342,110313,GROATS AND MEAL OF CORN (MAIZE),2013,06,110313
WA,15435,110313,GROATS AND MEAL OF CORN (MAIZE),2013,06,110313
WI,15848,110313,GROATS AND MEAL OF CORN (MAIZE),2013,06,110313
-,4727142,110313,GROATS AND MEAL OF CORN (MAIZE),2016,05,110313
FL,207398,110313,GROATS AND MEAL OF CORN (MAIZE),2016,05,110313
AK,0,110313,GROATS AND MEAL OF CORN (MAIZE),2016,05,110313
AR,0,110313,GROATS AND MEAL OF CORN (MAIZE),2016,05,110313
CA,12635,110313,GROATS AND MEAL OF CORN (MAIZE),2016,05,110313
GA,50157,110313,GROATS AND MEAL OF CORN (MAIZE),2016,05,110313
IA,26848,110313,GROATS AND MEAL OF CORN (MAIZE),2016,05,110313
IL,606404,110313,GROATS AND MEAL OF CORN (MAIZE),2016,05,110313
IN,283237,110313,GROATS AND MEAL OF CORN (MAIZE),2016,05,110313
KS,773429,110313,GROATS AND MEAL OF CORN (MAIZE),2016,05,110313
KY,0,110313,GROATS AND MEAL OF CORN (MAIZE),2016,05,110313
LA,0,110313,GROATS AND MEAL OF CORN (MAIZE),2016,05,110313
MD,0,110313,GROATS AND MEAL OF CORN (MAIZE),2016,05,110313
MI,0,110313,GROATS AND MEAL OF CORN (MAIZE),2016,05,110313
MN,3688,110313,GROATS AND MEAL OF CORN (MAIZE),2016,05,110313
MO,707522,110313,GROATS AND MEAL OF CORN (MAIZE),2016,05,110313
MS,0,110313,GROATS AND MEAL OF CORN (MAIZE),2016,05,110313
MT,0,110313,GROATS AND MEAL OF CORN (MAIZE),2016,05,110313
NC,0,110313,GROATS AND MEAL OF CORN (MAIZE),2016,05,110313
NE,98709,110313,GROATS AND MEAL OF CORN (MAIZE),2016,05,110313
NJ,1500873,110313,GROATS AND MEAL OF CORN (MAIZE),2016,05,110313
NY,4623,110313,GROATS AND MEAL OF CORN (MAIZE),2016,05,110313
OH,0,110313,GROATS AND MEAL OF CORN (MAIZE),2016,05,110313
OR,4077,110313,GROATS AND MEAL OF CORN (MAIZE),2016,05,110313
SD,0,110313,GROATS AND MEAL OF CORN (MAIZE),2016,05,110313
TN,22839,110313,GROATS AND MEAL OF CORN (MAIZE),2016,05,110313
TX,375543,110313,GROATS AND MEAL OF CORN (MAIZE),2016,05,110313
WA,3746,110313,GROATS AND MEAL OF CORN (MAIZE),2016,05,110313
WI,6300,110313,GROATS AND MEAL OF CORN (MAIZE),2016,05,110313
XX,39114,110313,GROATS AND MEAL OF CORN (MAIZE),2016,05,110313
GA,27378,110313,GROATS AND MEAL OF CORN (MAIZE),2016,04,110313
-,5893187,110313,GROATS AND MEAL OF CORN (MAIZE),2016,04,110313
AK,6740,110313,GROATS AND MEAL OF CORN (MAIZE),2016,04,110313
AR,0,110313,GROATS AND MEAL OF CORN (MAIZE),2016,04,110313
CA,19412,110313,GROATS AND MEAL OF CORN (MAIZE),2016,04,110313
FL,262834,110313,GROATS AND MEAL OF CORN (MAIZE),2016,04,110313
IA,23581,110313,GROATS AND MEAL OF CORN (MAIZE),2016,04,110313
IL,541302,110313,GROATS AND MEAL OF CORN (MAIZE),2016,04,110313
IN,341448,110313,GROATS AND MEAL OF CORN (MAIZE),2016,04,110313
KS,1128262,110313,GROATS AND MEAL OF CORN (MAIZE),2016,04,110313
KY,8262,110313,GROATS AND MEAL OF CORN (MAIZE),2016,04,110313
LA,0,110313,GROATS AND MEAL OF CORN (MAIZE),2016,04,110313
MD,0,110313,GROATS AND MEAL OF CORN (MAIZE),2016,04,110313
MI,0,110313,GROATS AND MEAL OF CORN (MAIZE),2016,04,110313
MN,0,110313,GROATS AND MEAL OF CORN (MAIZE),2016,04,110313
MO,971270,110313,GROATS AND MEAL OF CORN (MAIZE),2016,04,110313
MS,0,110313,GROATS AND MEAL OF CORN (MAIZE),2016,04,110313
MT,6413,110313,GROATS AND MEAL OF CORN (MAIZE),2016,04,110313
NC,4695,110313,GROATS AND MEAL OF CORN (MAIZE),2016,04,110313
NE,661910,110313,GROATS AND MEAL OF CORN (MAIZE),2016,04,110313
NJ,1595509,110313,GROATS AND MEAL OF CORN (MAIZE),2016,04,110313
NY,30942,110313,GROATS AND MEAL OF CORN (MAIZE),2016,04,110313
OH,0,110313,GROATS AND MEAL OF CORN (MAIZE),2016,04,110313
SD,8061,110313,GROATS AND MEAL OF CORN (MAIZE),2016,04,110313
TX,221953,110313,GROATS AND MEAL OF CORN (MAIZE),2016,04,110313
WA,0,110313,GROATS AND MEAL OF CORN (MAIZE),2016,04,110313
WI,3041,110313,GROATS AND MEAL OF CORN (MAIZE),2016,04,110313
XX,30174,110313,GROATS AND MEAL OF CORN (MAIZE),2016,04,110313
-,4203770,110313,GROATS AND MEAL OF CORN (MAIZE),2014,07,110313
CA,32220,110313,GROATS AND MEAL OF CORN (MAIZE),2014,07,110313
CO,0,110313,GROATS AND MEAL OF CORN (MAIZE),2014,07,110313
IL,673587,110313,GROATS AND MEAL OF CORN (MAIZE),2014,07,110313
FL,400475,110313,GROATS AND MEAL OF CORN (MAIZE),2014,07,110313
GA,114435,110313,GROATS AND MEAL OF CORN (MAIZE),2014,07,110313
IA,0,110313,GROATS AND MEAL OF CORN (MAIZE),2014,07,110313
IN,251128,110313,GROATS AND MEAL OF CORN (MAIZE),2014,07,110313
KS,1189104,110313,GROATS AND MEAL OF CORN (MAIZE),2014,07,110313
MA,0,110313,GROATS AND MEAL OF CORN (MAIZE),2014,07,110313
MD,0,110313,GROATS AND MEAL OF CORN (MAIZE),2014,07,110313
MI,0,110313,GROATS AND MEAL OF CORN (MAIZE),2014,07,110313
MN,11806,110313,GROATS AND MEAL OF CORN (MAIZE),2014,07,110313
MO,1332805,110313,GROATS AND MEAL OF CORN (MAIZE),2014,07,110313
MS,2918,110313,GROATS AND MEAL OF CORN (MAIZE),2014,07,110313
MT,0,110313,GROATS AND MEAL OF CORN (MAIZE),2014,07,110313
NC,4730,110313,GROATS AND MEAL OF CORN (MAIZE),2014,07,110313
ND,0,110313,GROATS AND MEAL OF CORN (MAIZE),2014,07,110313
NE,78808,110313,GROATS AND MEAL OF CORN (MAIZE),2014,07,110313
NJ,0,110313,GROATS AND MEAL OF CORN (MAIZE),2014,07,110313
NY,0,110313,GROATS AND MEAL OF CORN (MAIZE),2014,07,110313
OR,0,110313,GROATS AND MEAL OF CORN (MAIZE),2014,07,110313
SC,15322,110313,GROATS AND MEAL OF CORN (MAIZE),2014,07,110313
TN,2924,110313,GROATS AND MEAL OF CORN (MAIZE),2014,07,110313
TX,40063,110313,GROATS AND MEAL OF CORN (MAIZE),2014,07,110313
WA,0,110313,GROATS AND MEAL OF CORN (MAIZE),2014,07,110313
WI,11816,110313,GROATS AND MEAL OF CORN (MAIZE),2014,07,110313
XX,41629,110313,GROATS AND MEAL OF CORN (MAIZE),2014,07,110313
IA,18514,110313,GROATS AND MEAL OF CORN (MAIZE),2019,09,110313
-,4239313,110313,GROATS AND MEAL OF CORN (MAIZE),2019,09,110313
CA,14683,110313,GROATS AND MEAL OF CORN (MAIZE),2019,09,110313
DE,0,110313,GROATS AND MEAL OF CORN (MAIZE),2019,09,110313
FL,279609,110313,GROATS AND MEAL OF CORN (MAIZE),2019,09,110313
GA,22521,110313,GROATS AND MEAL OF CORN (MAIZE),2019,09,110313
IL,733336,110313,GROATS AND MEAL OF CORN (MAIZE),2019,09,110313
IN,326404,110313,GROATS AND MEAL OF CORN (MAIZE),2019,09,110313
KS,507620,110313,GROATS AND MEAL OF CORN (MAIZE),2019,09,110313
KY,0,110313,GROATS AND MEAL OF CORN (MAIZE),2019,09,110313
MI,2739,110313,GROATS AND MEAL OF CORN (MAIZE),2019,09,110313
MN,40132,110313,GROATS AND MEAL OF CORN (MAIZE),2019,09,110313
MO,654010,110313,GROATS AND MEAL OF CORN (MAIZE),2019,09,110313
MT,3601,110313,GROATS AND MEAL OF CORN (MAIZE),2019,09,110313
NC,0,110313,GROATS AND MEAL OF CORN (MAIZE),2019,09,110313
ND,0,110313,GROATS AND MEAL OF CORN (MAIZE),2019,09,110313
NE,143697,110313,GROATS AND MEAL OF CORN (MAIZE),2019,09,110313
NJ,991587,110313,GROATS AND MEAL OF CORN (MAIZE),2019,09,110313
NV,0,110313,GROATS AND MEAL OF CORN (MAIZE),2019,09,110313
NY,4662,110313,GROATS AND MEAL OF CORN (MAIZE),2019,09,110313
OH,0,110313,GROATS AND MEAL OF CORN (MAIZE),2019,09,110313
OR,2874,110313,GROATS AND MEAL OF CORN (MAIZE),2019,09,110313
PA,0,110313,GROATS AND MEAL OF CORN (MAIZE),2019,09,110313
SC,20986,110313,GROATS AND MEAL OF CORN (MAIZE),2019,09,110313
TN,0,110313,GROATS AND MEAL OF CORN (MAIZE),2019,09,110313
TX,443288,110313,GROATS AND MEAL OF CORN (MAIZE),2019,09,110313
WA,0,110313,GROATS AND MEAL OF CORN (MAIZE),2019,09,110313
WI,0,110313,GROATS AND MEAL OF CORN (MAIZE),2019,09,110313
XX,29050,110313,GROATS AND MEAL OF CORN (MAIZE),2019,09,110313
IL,651175,110313,GROATS AND MEAL OF CORN (MAIZE),2015,07,110313
-,3256789,110313,GROATS AND MEAL OF CORN (MAIZE),2015,07,110313
CA,50146,110313,GROATS AND MEAL OF CORN (MAIZE),2015,07,110313
FL,189557,110313,GROATS AND MEAL OF CORN (MAIZE),2015,07,110313
GA,7336,110313,GROATS AND MEAL OF CORN (MAIZE),2015,07,110313
IA,34681,110313,GROATS AND MEAL OF CORN (MAIZE),2015,07,110313
IN,172780,110313,GROATS AND MEAL OF CORN (MAIZE),2015,07,110313
KS,972080,110313,GROATS AND MEAL OF CORN (MAIZE),2015,07,110313
KY,6431,110313,GROATS AND MEAL OF CORN (MAIZE),2015,07,110313
MD,0,110313,GROATS AND MEAL OF CORN (MAIZE),2015,07,110313
MI,22449,110313,GROATS AND MEAL OF CORN (MAIZE),2015,07,110313
MN,6159,110313,GROATS AND MEAL OF CORN (MAIZE),2015,07,110313
MO,681691,110313,GROATS AND MEAL OF CORN (MAIZE),2015,07,110313
MS,0,110313,GROATS AND MEAL OF CORN (MAIZE),2015,07,110313
MT,0,110313,GROATS AND MEAL OF CORN (MAIZE),2015,07,110313
NC,4593,110313,GROATS AND MEAL OF CORN (MAIZE),2015,07,110313
NY,17069,110313,GROATS AND MEAL OF CORN (MAIZE),2015,07,110313
ND,0,110313,GROATS AND MEAL OF CORN (MAIZE),2015,07,110313
NE,62020,110313,GROATS AND MEAL OF CORN (MAIZE),2015,07,110313
NJ,0,110313,GROATS AND MEAL OF CORN (MAIZE),2015,07,110313
OK,0,110313,GROATS AND MEAL OF CORN (MAIZE),2015,07,110313
OR,8736,110313,GROATS AND MEAL OF CORN (MAIZE),2015,07,110313
TN,0,110313,GROATS AND MEAL OF CORN (MAIZE),2015,07,110313
TX,326681,110313,GROATS AND MEAL OF CORN (MAIZE),2015,07,110313
WA,0,110313,GROATS AND MEAL OF CORN (MAIZE),2015,07,110313
WI,10659,110313,GROATS AND MEAL OF CORN (MAIZE),2015,07,110313
XX,32546,110313,GROATS AND MEAL OF CORN (MAIZE),2015,07,110313
IL,837110,110313,GROATS AND MEAL OF CORN (MAIZE),2013,02,110313
-,7108493,110313,GROATS AND MEAL OF CORN (MAIZE),2013,02,110313
AZ,0,110313,GROATS AND MEAL OF CORN (MAIZE),2013,02,110313
CA,4226,110313,GROATS AND MEAL OF CORN (MAIZE),2013,02,110313
FL,287147,110313,GROATS AND MEAL OF CORN (MAIZE),2013,02,110313
IA,7572,110313,GROATS AND MEAL OF CORN (MAIZE),2013,02,110313
IN,266014,110313,GROATS AND MEAL OF CORN (MAIZE),2013,02,110313
KS,196701,110313,GROATS AND MEAL OF CORN (MAIZE),2013,02,110313
MD,4185,110313,GROATS AND MEAL OF CORN (MAIZE),2013,02,110313
MI,22480,110313,GROATS AND MEAL OF CORN (MAIZE),2013,02,110313
MN,302576,110313,GROATS AND MEAL OF CORN (MAIZE),2013,02,110313
MO,1532149,110313,GROATS AND MEAL OF CORN (MAIZE),2013,02,110313
MT,0,110313,GROATS AND MEAL OF CORN (MAIZE),2013,02,110313
NC,0,110313,GROATS AND MEAL OF CORN (MAIZE),2013,02,110313
NE,83486,110313,GROATS AND MEAL OF CORN (MAIZE),2013,02,110313
NJ,3032377,110313,GROATS AND MEAL OF CORN (MAIZE),2013,02,110313
OR,0,110313,GROATS AND MEAL OF CORN (MAIZE),2013,02,110313
SC,17678,110313,GROATS AND MEAL OF CORN (MAIZE),2013,02,110313
TN,96625,110313,GROATS AND MEAL OF CORN (MAIZE),2013,02,110313
TX,370390,110313,GROATS AND MEAL OF CORN (MAIZE),2013,02,110313
WA,7639,110313,GROATS AND MEAL OF CORN (MAIZE),2013,02,110313
WI,6946,110313,GROATS AND MEAL OF CORN (MAIZE),2013,02,110313
XX,33192,110313,GROATS AND MEAL OF CORN (MAIZE),2013,02,110313
-,3961080,110313,GROATS AND MEAL OF CORN (MAIZE),2015,11,110313
CA,41294,110313,GROATS AND MEAL OF CORN (MAIZE),2015,11,110313
FL,134852,110313,GROATS AND MEAL OF CORN (MAIZE),2015,11,110313
IN,154659,110313,GROATS AND MEAL OF CORN (MAIZE),2015,11,110313
GA,84285,110313,GROATS AND MEAL OF CORN (MAIZE),2015,11,110313
IA,0,110313,GROATS AND MEAL OF CORN (MAIZE),2015,11,110313
IL,428788,110313,GROATS AND MEAL OF CORN (MAIZE),2015,11,110313
KS,1816599,110313,GROATS AND MEAL OF CORN (MAIZE),2015,11,110313
KY,0,110313,GROATS AND MEAL OF CORN (MAIZE),2015,11,110313
MD,0,110313,GROATS AND MEAL OF CORN (MAIZE),2015,11,110313
MI,7104,110313,GROATS AND MEAL OF CORN (MAIZE),2015,11,110313
MN,0,110313,GROATS AND MEAL OF CORN (MAIZE),2015,11,110313
MO,781533,110313,GROATS AND MEAL OF CORN (MAIZE),2015,11,110313
MS,0,110313,GROATS AND MEAL OF CORN (MAIZE),2015,11,110313
MT,0,110313,GROATS AND MEAL OF CORN (MAIZE),2015,11,110313
NC,0,110313,GROATS AND MEAL OF CORN (MAIZE),2015,11,110313
ND,0,110313,GROATS AND MEAL OF CORN (MAIZE),2015,11,110313
NE,62818,110313,GROATS AND MEAL OF CORN (MAIZE),2015,11,110313
NJ,3220,110313,GROATS AND MEAL OF CORN (MAIZE),2015,11,110313
NY,8164,110313,GROATS AND MEAL OF CORN (MAIZE),2015,11,110313
OK,15959,110313,GROATS AND MEAL OF CORN (MAIZE),2015,11,110313
OR,0,110313,GROATS AND MEAL OF CORN (MAIZE),2015,11,110313
TN,0,110313,GROATS AND MEAL OF CORN (MAIZE),2015,11,110313
TX,356064,110313,GROATS AND MEAL OF CORN (MAIZE),2015,11,110313
WA,7622,110313,GROATS AND MEAL OF CORN (MAIZE),2015,11,110313
WI,22563,110313,GROATS AND MEAL OF CORN (MAIZE),2015,11,110313
XX,35556,110313,GROATS AND MEAL OF CORN (MAIZE),2015,11,110313
IA,10837,110313,GROATS AND MEAL OF CORN (MAIZE),2021,10,110313
-,3479230,110313,GROATS AND MEAL OF CORN (MAIZE),2021,10,110313
AZ,0,110313,GROATS AND MEAL OF CORN (MAIZE),2021,10,110313
CA,8655,110313,GROATS AND MEAL OF CORN (MAIZE),2021,10,110313
FL,387374,110313,GROATS AND MEAL OF CORN (MAIZE),2021,10,110313
GA,0,110313,GROATS AND MEAL OF CORN (MAIZE),2021,10,110313
IL,951406,110313,GROATS AND MEAL OF CORN (MAIZE),2021,10,110313
IN,437976,110313,GROATS AND MEAL OF CORN (MAIZE),2021,10,110313
KS,1171966,110313,GROATS AND MEAL OF CORN (MAIZE),2021,10,110313
KY,0,110313,GROATS AND MEAL OF CORN (MAIZE),2021,10,110313
MI,2561,110313,GROATS AND MEAL OF CORN (MAIZE),2021,10,110313
MN,13372,110313,GROATS AND MEAL OF CORN (MAIZE),2021,10,110313
MO,77052,110313,GROATS AND MEAL OF CORN (MAIZE),2021,10,110313
MS,0,110313,GROATS AND MEAL OF CORN (MAIZE),2021,10,110313
ND,14746,110313,GROATS AND MEAL OF CORN (MAIZE),2021,10,110313
NE,135001,110313,GROATS AND MEAL OF CORN (MAIZE),2021,10,110313
NJ,113315,110313,GROATS AND MEAL OF CORN (MAIZE),2021,10,110313
NY,4000,110313,GROATS AND MEAL OF CORN (MAIZE),2021,10,110313
OH,20282,110313,GROATS AND MEAL OF CORN (MAIZE),2021,10,110313
OK,3481,110313,GROATS AND MEAL OF CORN (MAIZE),2021,10,110313
OR,3138,110313,GROATS AND MEAL OF CORN (MAIZE),2021,10,110313
PR,0,110313,GROATS AND MEAL OF CORN (MAIZE),2021,10,110313
SC,22706,110313,GROATS AND MEAL OF CORN (MAIZE),2021,10,110313
TN,0,110313,GROATS AND MEAL OF CORN (MAIZE),2021,10,110313
TX,40444,110313,GROATS AND MEAL OF CORN (MAIZE),2021,10,110313
WA,0,110313,GROATS AND MEAL OF CORN (MAIZE),2021,10,110313
WI,0,110313,GROATS AND MEAL OF CORN (MAIZE),2021,10,110313
XX,60918,110313,GROATS AND MEAL OF CORN (MAIZE),2021,10,110313
IA,7111,110313,GROATS AND MEAL OF CORN (MAIZE),2014,03,110313
-,5816332,110313,GROATS AND MEAL OF CORN (MAIZE),2014,03,110313
CA,3175,110313,GROATS AND MEAL OF CORN (MAIZE),2014,03,110313
CO,0,110313,GROATS AND MEAL OF CORN (MAIZE),2014,03,110313
FL,157884,110313,GROATS AND MEAL OF CORN (MAIZE),2014,03,110313
GA,87858,110313,GROATS AND MEAL OF CORN (MAIZE),2014,03,110313
IL,877628,110313,GROATS AND MEAL OF CORN (MAIZE),2014,03,110313
IN,473008,110313,GROATS AND MEAL OF CORN (MAIZE),2014,03,110313
KS,921438,110313,GROATS AND MEAL OF CORN (MAIZE),2014,03,110313
MD,0,110313,GROATS AND MEAL OF CORN (MAIZE),2014,03,110313
MI,16355,110313,GROATS AND MEAL OF CORN (MAIZE),2014,03,110313
MN,57665,110313,GROATS AND MEAL OF CORN (MAIZE),2014,03,110313
MO,730325,110313,GROATS AND MEAL OF CORN (MAIZE),2014,03,110313
MS,8753,110313,GROATS AND MEAL OF CORN (MAIZE),2014,03,110313
MT,0,110313,GROATS AND MEAL OF CORN (MAIZE),2014,03,110313
NC,0,110313,GROATS AND MEAL OF CORN (MAIZE),2014,03,110313
NE,98202,110313,GROATS AND MEAL OF CORN (MAIZE),2014,03,110313
NJ,2073002,110313,GROATS AND MEAL OF CORN (MAIZE),2014,03,110313
NY,7391,110313,GROATS AND MEAL OF CORN (MAIZE),2014,03,110313
OR,3493,110313,GROATS AND MEAL OF CORN (MAIZE),2014,03,110313
SC,0,110313,GROATS AND MEAL OF CORN (MAIZE),2014,03,110313
TN,183868,110313,GROATS AND MEAL OF CORN (MAIZE),2014,03,110313
TX,66172,110313,GROATS AND MEAL OF CORN (MAIZE),2014,03,110313
WA,6544,110313,GROATS AND MEAL OF CORN (MAIZE),2014,03,110313
WI,5286,110313,GROATS AND MEAL OF CORN (MAIZE),2014,03,110313
XX,31174,110313,GROATS AND MEAL OF CORN (MAIZE),2014,03,110313
IA,22381,110313,GROATS AND MEAL OF CORN (MAIZE),2016,03,110313
-,5866623,110313,GROATS AND MEAL OF CORN (MAIZE),2016,03,110313
AR,0,110313,GROATS AND MEAL OF CORN (MAIZE),2016,03,110313
CA,30479,110313,GROATS AND MEAL OF CORN (MAIZE),2016,03,110313
FL,60941,110313,GROATS AND MEAL OF CORN (MAIZE),2016,03,110313
GA,7751,110313,GROATS AND MEAL OF CORN (MAIZE),2016,03,110313
IL,672156,110313,GROATS AND MEAL OF CORN (MAIZE),2016,03,110313
IN,232596,110313,GROATS AND MEAL OF CORN (MAIZE),2016,03,110313
MD,0,110313,GROATS AND MEAL OF CORN (MAIZE),2016,03,110313
KS,1204234,110313,GROATS AND MEAL OF CORN (MAIZE),2016,03,110313
KY,14506,110313,GROATS AND MEAL OF CORN (MAIZE),2016,03,110313
LA,0,110313,GROATS AND MEAL OF CORN (MAIZE),2016,03,110313
MI,0,110313,GROATS AND MEAL OF CORN (MAIZE),2016,03,110313
MN,0,110313,GROATS AND MEAL OF CORN (MAIZE),2016,03,110313
MO,1071284,110313,GROATS AND MEAL OF CORN (MAIZE),2016,03,110313
MS,0,110313,GROATS AND MEAL OF CORN (MAIZE),2016,03,110313
NE,121155,110313,GROATS AND MEAL OF CORN (MAIZE),2016,03,110313
NJ,1189882,110313,GROATS AND MEAL OF CORN (MAIZE),2016,03,110313
NY,0,110313,GROATS AND MEAL OF CORN (MAIZE),2016,03,110313
OH,7000,110313,GROATS AND MEAL OF CORN (MAIZE),2016,03,110313
TX,1157624,110313,GROATS AND MEAL OF CORN (MAIZE),2016,03,110313
WA,11238,110313,GROATS AND MEAL OF CORN (MAIZE),2016,03,110313
WI,24426,110313,GROATS AND MEAL OF CORN (MAIZE),2016,03,110313
XX,38970,110313,GROATS AND MEAL OF CORN (MAIZE),2016,03,110313
-,6480817,110313,GROATS AND MEAL OF CORN (MAIZE),2021,12,110313
AZ,0,110313,GROATS AND MEAL OF CORN (MAIZE),2021,12,110313
CA,32166,110313,GROATS AND MEAL OF CORN (MAIZE),2021,12,110313
FL,382413,110313,GROATS AND MEAL OF CORN (MAIZE),2021,12,110313
GA,0,110313,GROATS AND MEAL OF CORN (MAIZE),2021,12,110313
IA,36259,110313,GROATS AND MEAL OF CORN (MAIZE),2021,12,110313
IL,1258018,110313,GROATS AND MEAL OF CORN (MAIZE),2021,12,110313
IN,415070,110313,GROATS AND MEAL OF CORN (MAIZE),2021,12,110313
KS,1564572,110313,GROATS AND MEAL OF CORN (MAIZE),2021,12,110313
KY,13612,110313,GROATS AND MEAL OF CORN (MAIZE),2021,12,110313
MI,2528,110313,GROATS AND MEAL OF CORN (MAIZE),2021,12,110313
MN,0,110313,GROATS AND MEAL OF CORN (MAIZE),2021,12,110313
MO,110218,110313,GROATS AND MEAL OF CORN (MAIZE),2021,12,110313
MS,0,110313,GROATS AND MEAL OF CORN (MAIZE),2021,12,110313
ND,0,110313,GROATS AND MEAL OF CORN (MAIZE),2021,12,110313
NE,157133,110313,GROATS AND MEAL OF CORN (MAIZE),2021,12,110313
NJ,2283956,110313,GROATS AND MEAL OF CORN (MAIZE),2021,12,110313
NY,0,110313,GROATS AND MEAL OF CORN (MAIZE),2021,12,110313
OH,0,110313,GROATS AND MEAL OF CORN (MAIZE),2021,12,110313
OK,0,110313,GROATS AND MEAL OF CORN (MAIZE),2021,12,110313
OR,4881,110313,GROATS AND MEAL OF CORN (MAIZE),2021,12,110313
PR,0,110313,GROATS AND MEAL OF CORN (MAIZE),2021,12,110313
SC,22612,110313,GROATS AND MEAL OF CORN (MAIZE),2021,12,110313
TN,0,110313,GROATS AND MEAL OF CORN (MAIZE),2021,12,110313
TX,103457,110313,GROATS AND MEAL OF CORN (MAIZE),2021,12,110313
WA,4230,110313,GROATS AND MEAL OF CORN (MAIZE),2021,12,110313
WI,18431,110313,GROATS AND MEAL OF CORN (MAIZE),2021,12,110313
XX,71261,110313,GROATS AND MEAL OF CORN (MAIZE),2021,12,110313
IL,713915,110313,GROATS AND MEAL OF CORN (MAIZE),2015,09,110313
-,4064857,110313,GROATS AND MEAL OF CORN (MAIZE),2015,09,110313
CA,57347,110313,GROATS AND MEAL OF CORN (MAIZE),2015,09,110313
FL,132419,110313,GROATS AND MEAL OF CORN (MAIZE),2015,09,110313
GA,0,110313,GROATS AND MEAL OF CORN (MAIZE),2015,09,110313
IA,23344,110313,GROATS AND MEAL OF CORN (MAIZE),2015,09,110313
IN,164501,110313,GROATS AND MEAL OF CORN (MAIZE),2015,09,110313
KS,1287330,110313,GROATS AND MEAL OF CORN (MAIZE),2015,09,110313
KY,0,110313,GROATS AND MEAL OF CORN (MAIZE),2015,09,110313
MD,0,110313,GROATS AND MEAL OF CORN (MAIZE),2015,09,110313
MI,0,110313,GROATS AND MEAL OF CORN (MAIZE),2015,09,110313
MN,0,110313,GROATS AND MEAL OF CORN (MAIZE),2015,09,110313
MO,1093850,110313,GROATS AND MEAL OF CORN (MAIZE),2015,09,110313
MS,0,110313,GROATS AND MEAL OF CORN (MAIZE),2015,09,110313
MT,3857,110313,GROATS AND MEAL OF CORN (MAIZE),2015,09,110313
NC,4790,110313,GROATS AND MEAL OF CORN (MAIZE),2015,09,110313
ND,0,110313,GROATS AND MEAL OF CORN (MAIZE),2015,09,110313
NE,109901,110313,GROATS AND MEAL OF CORN (MAIZE),2015,09,110313
NJ,2878,110313,GROATS AND MEAL OF CORN (MAIZE),2015,09,110313
NY,0,110313,GROATS AND MEAL OF CORN (MAIZE),2015,09,110313
OK,0,110313,GROATS AND MEAL OF CORN (MAIZE),2015,09,110313
OR,0,110313,GROATS AND MEAL OF CORN (MAIZE),2015,09,110313
TN,8267,110313,GROATS AND MEAL OF CORN (MAIZE),2015,09,110313
TX,402176,110313,GROATS AND MEAL OF CORN (MAIZE),2015,09,110313
XX,39108,110313,GROATS AND MEAL OF CORN (MAIZE),2015,09,110313
